Date,Content,Created by,Labels,Impressions,Likes,Reposts,Quote posts,Replies,Engagement,Engagement rate per impression (%),Video views,Url
05/01/2024 10:00 AM EST -0500,"El Rastafari es una religión, un movimiento por la justicia y una forma de vida holística. ¿Qué comparte con el veganismo?  👉🏽Acá te lo contamos ⚡️ https://t.co/h0c7sXk39T  #rastafari #veganismo",Jessica Gonzalez Castro,,48,2,0,0,0,3,6.3,,https://twitter.com/GenV_Esp/status/1785685676555452516
05/04/2024 00:48 PM EST -0500,"¡Incluso en una galaxia muy, muy lejana, eres lo que comes! 🌌  ⚡️¡Feliz Día de Star Wars! ¡Que el 4 de mayo esté contigo y que dejes a los animales fuera de tu plato hoy y todos los días!  #DíaDeStarWars #StarWars #4DeMayo #Vegano #TheLastJedi #Maythe4thBeWithYou https://t.co/AnyQtvQlBR",,,461,7,3,0,0,23,5.0,111.0,https://twitter.com/GenV_Esp/status/1786815230066008170
05/07/2024 10:00 AM EST -0500,🐷A menudo se dice que los cerdos son una especie increíblemente inteligente y realmente lo son.  ⚡️Aprende más sobre estos hermosos animales y cómo deberíamos tratarlos 👉🏽 https://t.co/CVx3RvxKcI  #cerdos #cerdito #animales #veganismo,Jessica Gonzalez Castro,,54,3,0,0,0,3,5.6,,https://twitter.com/GenV_Esp/status/1787859988553084986
07/01/2024 02:09 PM EDT -0400,"Many of us forget or take for grated the animals we share our planet with. But animals are not here for us- they struggle and live alongside us. They have a right to life and freedom, just as we do.  Let's build each other up and show kindness to all animals.  #mercy #animals https://t.co/Hznp0II5Qk",Simon Plazolles-Hayes,,113,1,0,0,0,4,3.5,29.0,https://twitter.com/GenV_Eng/status/1807839003804143861
07/02/2024 09:11 AM EDT -0400,"As the climate and other environmental crises worsen, industries are exploring ways to reduce their impact on the planet. So we want to know, will farming insects for animal feed help protect our planet, or is it just another industry distraction? https://t.co/ollaSRQTEG",Simon Plazolles-Hayes,,64,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1808126371295559742
07/02/2024 10:19 AM EDT -0400,"The animal farming industry imprisons and slaughters millions of animals every day, in the worst conditions imaginable.  The vast majority are exploited by heartless corporations, so it may come as no surprise that their treatment of humans isn't better. https://t.co/59Upph60wf",Simon Plazolles-Hayes,,58,2,1,0,0,4,6.9,,https://twitter.com/GenV_Eng/status/1808143469409403305
07/02/2024 11:41 AM EDT -0400,"Generation Vegan’s CEO Naomi Hallum gave this powerful speech on National Animal Right’s Day to unify, educate, and inspire activists!  We are so much stronger together.  Watch the full speech on youtube: https://t.co/i4QtXByaXd  #NationalAnimalRightsDay #BeKind #BetterTogether https://t.co/c0WxbV3UDI",Jamie Logan,,187,2,2,0,0,9,4.8,33.0,https://twitter.com/GenV_Eng/status/1808163975290318867
07/02/2024 01:13 PM EDT -0400,"That shift in consciousness when you start to see all animals as equal, sentient beings is an extremely powerful one — wouldn't you agree?  When was your moment? Let us know in the comments. 👇 https://t.co/bzkeMT2K0h",Simon Plazolles-Hayes,,70,4,1,0,0,5,7.1,,https://twitter.com/GenV_Eng/status/1808187265853562921
07/03/2024 01:48 PM EDT -0400,"Behind every meat, dairy, and egg package is a story.  A story of an individual who was confined, had their babies taken, killed against their will.  Plant-based products don’t have a violent past. Try our vegan challenge at https://t.co/nOozRCbOk2  Video by: animalsaustralia https://t.co/VUWAeJ5EgE",Jamie Logan,,94,1,2,0,0,4,4.3,22.0,https://twitter.com/GenV_Eng/status/1808558488647299577
07/04/2024 09:12 AM EDT -0400,"It’s always disappointing when a meal doesn’t hit the spot and leave you sated, but being vegan does not make this any more likely. https://t.co/m4NFPuXimK",Simon Plazolles-Hayes,,71,1,1,0,0,3,4.2,,https://twitter.com/GenV_Eng/status/1808851383719764331
07/04/2024 11:49 AM EDT -0400,"Vegan BBQ Survival kit 🌟  Whether you’re at a family BBQ, hanging out with friends, or watching fireworks, here's your survival guide to navigating the 4th of July as a vegan. 🥳🌱  It can be tough sometimes, but we've got this! 💪✨ https://t.co/F4Rx1pYcKL",Jamie Logan,,64,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1808890938351034533
07/04/2024 03:12 PM EDT -0400,"This is the heartwarming moment these pigs finally taste freedom from factory farming and experience what is natural and right for them in a sanctuary. Just like us, animals desire to live freely.  Going #vegan saves animals a lifetime of captivity and exploitation.  🎥 @Viva_uk https://t.co/eP4uPwLNxf",Simon Plazolles-Hayes,,316,13,4,1,0,24,7.6,88.0,https://twitter.com/GenV_Eng/status/1808942098650914891
07/05/2024 02:08 PM EDT -0400,All forms of oppression are rooted in the false belief that one form of life is worth more than another. Speciesism is no different. 🐶🐮  We're want a world where people look upon cows and pigs as they do dogs and cats.  Will you help us build that world? 💚 https://t.co/XnujZDTZ6j,Simon Plazolles-Hayes,,142,7,2,0,0,10,7.0,,https://twitter.com/GenV_Eng/status/1809288270477492400
07/08/2024 09:26 AM EDT -0400,"Animals want to be free, just like us. Animals have families, just like us. Animals have a right to live, just like us.  Video by: vishnu___km  #BanHunting #LiveAndLetLive #Deer #Forest #Animals https://t.co/v2yfdloDJa",Simon Plazolles-Hayes,,158,11,4,0,0,20,12.7,47.0,https://twitter.com/GenV_Eng/status/1810304497136128051
07/08/2024 00:25 PM EDT -0400,"For young people, the decision to be vegan can be challenged by their parents or guardians.  Take a look at the issues and find practical ways to address them, so that everyone who wants to eat the kindest, most planet-friendly foods can do so. https://t.co/y5XMIkhZJd",Simon Plazolles-Hayes,,65,1,0,0,0,2,3.1,,https://twitter.com/GenV_Eng/status/1810349502802403479
07/10/2024 07:01 AM EDT -0400,"We're raised to LOVE animals, but we’re called radical when we keep doing it. 💚  Do you think more of the world would be vegan if schoolchildren were shown what really goes into their 'Happy Meal'? 🤔 https://t.co/DyXRhMgr7X",Simon Plazolles-Hayes,,141,8,3,0,0,12,8.5,,https://twitter.com/GenV_Eng/status/1810992750789058737
07/10/2024 10:54 AM EDT -0400,"This happy sheep is a reminder that farmed animals aren’t all that different from our dogs and cats at home. They jump for joy, they lick you, they want to be treated with love and kindness too. 🐑❤️  Embrace a vegan lifestyle for a kinder world. 🌱  Video by: mablesfriends https://t.co/7wYIHeWL8o",Jamie Logan,,2533,140,48,0,0,320,12.6,1649.0,https://twitter.com/GenV_Eng/status/1811051415457972401
07/11/2024 00:09 PM EDT -0400,"🤯 We know it's not easy to persuade someone to start their transition to veganism, but many of us had a trigger that convinced us to do it.  If so, tell us what happened to you or share your most convincing line that helps convince others to make the change ✨  #veganism https://t.co/zAdXiWpiPv",Simon Plazolles-Hayes,,107,4,2,1,0,6,5.6,,https://twitter.com/GenV_Eng/status/1811432690748457350
07/12/2024 01:13 PM EDT -0400,"🐷These sensitive beings are kept in cramped, filthy conditions, and are deprived of the freedom to express their natural behaviors. It’s time to end this cruelty.  Choose compassion over cruelty. Go vegan. 🌱  #GoVegan https://t.co/DIvQ0ASBlI",Simon Plazolles-Hayes,,1669,105,61,0,4,246,14.7,517.0,https://twitter.com/GenV_Eng/status/1811811181276885299
07/15/2024 07:11 AM EDT -0400,An estimated 4 million foxes are killed for their pelts every year. They are kept in filthy conditions and killed at four months old.  Never buy fur.  #FurIsDead https://t.co/7HMgydmDSl,Simon Plazolles-Hayes,,126,3,1,0,0,4,3.2,31.0,https://twitter.com/GenV_Eng/status/1812807280737284421
07/15/2024 09:17 AM EDT -0400,"Cheese is often what people turn to when they stop eating meat. Unfortunately, the dairy industry is one of the cruelest forms of animal farming humans have cultivated.  Cheese is also not the artisan product many consumers believe it to be. https://t.co/nvhu1BQPu1",Simon Plazolles-Hayes,,138,7,3,0,0,12,8.7,,https://twitter.com/GenV_Eng/status/1812838908817789081
07/15/2024 01:14 PM EDT -0400,"Dr Sharang Wartikar, Vitreo Retinal surgeon from India talks about why he turned vegan 5 years ago and the benefits he experienced since then.🌿💪  Go to https://t.co/gmVBaJQxEg and sign up for one of our free vegan challenges today.⚡  #VeganForAnimals #healthydiet https://t.co/CXo9coRgMM",Simon Plazolles-Hayes,,126,1,0,0,0,1,0.8,11.0,https://twitter.com/GenV_Eng/status/1812898442860994590
07/16/2024 03:02 PM EDT -0400,Dolphins enchant with their grace and beauty. 🐬💙  🎥: Evan Fawell https://t.co/ShwceABytN,Simon Plazolles-Hayes,,222,9,4,0,0,16,7.2,48.0,https://twitter.com/GenV_Eng/status/1813288148568309939
07/17/2024 06:48 AM EDT -0400,"No matter their shape, their size, their fur, or their species, they all desire friendship and love.  Can you see that there is no meaningful difference between the two?  Why love one and eat another?  #CowKisses #Dog #Love #Kind #CuteAnimals  https://t.co/gSqaDyez8g https://t.co/lmKX0hhCPT",Simon Plazolles-Hayes,,220,10,3,0,0,15,6.8,44.0,https://twitter.com/GenV_Eng/status/1813526241053376935
07/17/2024 11:08 AM EDT -0400,We at Generation Vegan support the demonstrators and all Earth- and animal-defenders who peacefully stand up to Big Ag and ensure the world sees the huge damage it does to the planet and to all those who share it. https://t.co/64cfcwwLXa,Simon Plazolles-Hayes,,45,1,0,0,0,1,2.2,,https://twitter.com/GenV_Eng/status/1813591616013152539
07/18/2024 08:18 AM EDT -0400,"🐥 Debeaking is so painful for chickens that some die of shock on the spot; others die of starvation or dehydration because using their beaks becomes so excruciating, or their mutilations are so disfiguring that they cannot properly grasp and swallow food.  🌱 Choose vegan. https://t.co/ejJcADCEMs",Simon Plazolles-Hayes,,106,3,2,0,0,6,5.7,,https://twitter.com/GenV_Eng/status/1813911230148493503
07/18/2024 09:00 AM EDT -0400,"A new report exposes the largest meat and dairy companies across four continents.  Reminiscent of the tobacco and fossil fuel industries, the report reveals how Big Meat and Dairy convinces policymakers to downplay its climate impact through misleading science. https://t.co/1ioq5rkiLZ",Simon Plazolles-Hayes,,95,1,2,0,0,5,5.3,22.0,https://twitter.com/GenV_Eng/status/1813921909966319665
07/18/2024 00:33 PM EDT -0400,"👉 European Vegan Summit: September 17-19, 2024  🌱 3 days of vegan activism, economy, politics, & science. Discussions, films, and exhibitions with top-tier European politicians, experts, and entrepreneurs.  ⚡@eu_vegan_summit https://t.co/WVnH9E29vj",Simon Plazolles-Hayes,,44,2,1,0,0,3,6.8,,https://twitter.com/GenV_Eng/status/1813975402974462427
07/18/2024 03:02 PM EDT -0400,"🫣😥The saying goes ""nobody learns from someone else's mistakes,"" but we disagre. That's why we are asking you to share any accidents, slip-ups, misunderstandings, odd choices you may have made, or ideas you had that turned out to be just plain wrong!  We are here to help! 🙏 https://t.co/80QkAgF9Ut",Simon Plazolles-Hayes,,200,4,2,2,0,11,5.5,,https://twitter.com/GenV_Eng/status/1814012903487344723
07/19/2024 07:32 AM EDT -0400,"🦁 Myth: Lions eat meat, so humans should too, right? 🍖  🤔 Wrong! Just because lions have a carnivorous diet doesn't mean it's the ideal for humans.  Let's break from such outdated myths and embrace veganism for our health, the planet, and the welfare of all living beings. 🌱💪 https://t.co/t09U6xAEzQ",Simon Plazolles-Hayes,,373,4,2,0,0,8,2.1,69.0,https://twitter.com/GenV_Eng/status/1814262093207498978
07/19/2024 10:47 AM EDT -0400,"Through these recipes, we invite you to discover a variety of delicious meals that highlight the fresh, seasonal ingredients and bold flavors that are the hallmark of Palestinian cooking. https://t.co/I9Q8ya7ilx",Simon Plazolles-Hayes,,52,1,1,0,0,9,17.3,,https://twitter.com/GenV_Eng/status/1814311108288622795
07/19/2024 02:10 PM EDT -0400,"Growing up in the South, Kathy Freston was surrounded by comfort foods and BBQs. But she had a realization – she loved animals too much to eat them. 🐄🐖🐓  Listen as Kathy shares how she embraced a veganism. 🌿❤️  👀 https://t.co/sazfGj8DkN  ⚡@MercyForAnimals ✊@kathyfreston",Simon Plazolles-Hayes,,815,15,6,1,0,33,4.0,,https://twitter.com/GenV_Eng/status/1814362220618207486
07/22/2024 11:02 AM EDT -0400,"Cows produce milk because they are pregnant. When we consume dairy products like milk, cheese, ice cream, and yogurt we are taking away a mother’s milk she made for her baby.  Please consider alternatives to dairy so that families are not torn apart.  🎥 Dominion Movement https://t.co/3LVSdhNReW",Simon Plazolles-Hayes,,652,28,18,0,3,73,11.2,173.0,https://twitter.com/GenV_Eng/status/1815402113930846561
07/22/2024 01:47 PM EDT -0400,"Paul Watson, anti-whaling campaigner and founder of Sea Shepherd, has been arrested by Danish authorities at the behest of Japan.  @captpaulwatson is a fierce advocate for marine life. We support his right to protect whales and call for his immediate release.  #PaulWatson https://t.co/SwH5wm2Gfn",Simon Plazolles-Hayes,,638,26,15,1,7,60,9.4,,https://twitter.com/GenV_Eng/status/1815443579646496898
07/23/2024 09:05 AM EDT -0400,"💬Check out the compelling perspectives of Joey Carbstrong, Dr. Sailesh Rao, and Dr. Chidi Ngwaba. 🌍✨  This House Would Go Vegan – let the dialogue begin!  #Oxford #Vegan #Debate https://t.co/k2iOhRjqIk",Simon Plazolles-Hayes,,137,11,4,0,1,36,26.3,53.0,https://twitter.com/GenV_Eng/status/1815734993164841436
07/24/2024 07:01 AM EDT -0400,"Look at those floppy ears! 🐷✨  If this video made you smile, remember that all pigs deserve to be happy and free, just like Petey. Let's spread love and kindness to all animals! 💖  Video by: arthursacres https://t.co/kCtYxZRAd6",Simon Plazolles-Hayes,,150,8,4,0,1,20,13.3,37.0,https://twitter.com/GenV_Eng/status/1816066226918989937
07/25/2024 07:26 AM EDT -0400,"✊🏾Today is International Day of Afro-Latin American, Afro-Caribbean, and Diaspora Women and we want to celebrate those activists from the South who advocate for animal rights.  #veganism #AfroDescendant https://t.co/7hPi0Z6S1T",Simon Plazolles-Hayes,,55,0,0,0,1,1,1.8,,https://twitter.com/GenV_Eng/status/1816434858723360923
07/26/2024 09:00 AM EDT -0400,Eating meat doesn’t make someone a man- don’t let the slick marketing fool you.  Be strong and courageous by taking a stance for animals and choosing vegan.  👨🏻‍🦱@JoeyCarbstrong  #masculine #vegan https://t.co/XApskzvEHR,Simon Plazolles-Hayes,,127,3,2,0,0,11,8.7,25.0,https://twitter.com/GenV_Eng/status/1816820921723765144
07/26/2024 09:08 AM EDT -0400,"Our key focus is on protecting those who definitely do feel pain, who do scream when frightened or hurt, and whose lives really matter to them: animals. https://t.co/CkUsNJnWq4",Simon Plazolles-Hayes,,56,1,0,0,0,1,1.8,,https://twitter.com/GenV_Eng/status/1816822912927572100
07/29/2024 10:18 AM EDT -0400,Who else yawned after watching this?  Here are a few owl facts:  1. Owls have incredible night vision. 🌙  2. Owls can hear prey hidden under snow. ❄️  3. Owls can rotate their heads up to 270 degrees. Talk about flexibility! ✨  Video by: tammy_ascher https://t.co/GwFUKZeSst,Simon Plazolles-Hayes,,221,9,2,0,0,27,12.2,57.0,https://twitter.com/GenV_Eng/status/1817927703309279249
07/29/2024 02:00 PM EDT -0400,"If the whole world was vegan, there is no chance we would be overrun with animals! We would not be breeding animals in their billions in the first place.  #farmanimals #vegan https://t.co/w7up0NiQcv",Simon Plazolles-Hayes,,99,6,0,0,1,14,14.1,38.0,https://twitter.com/GenV_Eng/status/1817983602799345664
07/30/2024 06:00 AM EDT -0400,"🥇 Vegan victory!  Athlete Vivian Kong has won the gold medal in fencing at the Paris Olympics! 🌱  High-performance athletes are proving that a plant-based diet is conscious, compassionate, feasible and advantageous.  💪 Share this post to show that being vegan is healthy. https://t.co/XoS8WXbnjN",Simon Plazolles-Hayes,,0,18,7,0,0,25,0.0,,https://twitter.com/GenV_Eng/status/1818225162224804036
07/30/2024 07:59 AM EDT -0400,"With a balanced diet rich in plant proteins, I felt a huge difference in my energy and performance on and off the courts.  https://t.co/kMpmOB7Ul6",Simon Plazolles-Hayes,,0,10,4,0,0,14,0.0,,https://twitter.com/GenV_Eng/status/1818255133848773087
07/30/2024 11:11 AM EDT -0400,💚Share this with those who make you happy and lessen your misery (if only we could share this with our companion animals…)  🎥Credit: @thedodo  #animals #friendship #friends #FriendsNotFood https://t.co/82Km5HZu6f,Simon Plazolles-Hayes,,0,4,2,0,0,6,0.0,0.0,https://twitter.com/GenV_Eng/status/1818303463941390607
07/30/2024 02:22 PM EDT -0400,"Plant-based foods are a great source of healthy protein, which is critical for building muscle mass, and are effective at reducing inflammation and speeding up recovery time. 🏃‍♀️  It is no wonder that so many people are turning to a vegan diet to find their competitive edge! 💪 https://t.co/8jS4DsMXE0",Simon Plazolles-Hayes,,0,0,0,0,0,0,0.0,0.0,https://twitter.com/GenV_Eng/status/1818351350767374606
